task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
698	49/19416c	30608	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_1_S)	COMPLETED	0	2024-04-03 09:40:22.734	12.7s	12s	136.4%	762.1 MB	6.9 GB	42.8 MB	2.7 MB
711	59/a52d92	35357	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C4_B)	COMPLETED	0	2024-04-03 09:40:35.411	2.2s	2s	410.4%	276.4 MB	1.5 GB	255.3 MB	244.5 MB
709	02/0bd9bd	34622	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C3_B)	COMPLETED	0	2024-04-03 09:40:33.115	5.6s	5s	241.3%	860.1 MB	6.4 GB	41.9 MB	5 MB
712	f8/3da22a	35381	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C4_B)	COMPLETED	0	2024-04-03 09:40:35.494	4.5s	4s	273.3%	445.9 MB	6.5 GB	28.6 MB	5 MB
716	c3/6a4a8e	36821	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C5_B)	COMPLETED	0	2024-04-03 09:40:38.724	2.8s	2s	459.8%	329.2 MB	1.7 GB	384.6 MB	372.9 MB
719	43/e53c29	37892	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_REV_C6_B)	COMPLETED	0	2024-04-03 09:40:41.568	2.7s	3s	406.8%	331.2 MB	1.7 GB	314.7 MB	303.9 MB
717	bb/82aef4	37161	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C5_B)	COMPLETED	0	2024-04-03 09:40:40.016	4.3s	4s	286.9%	704 MB	6.3 GB	36.3 MB	5.1 MB
707	d5/02f769	33431	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_2_B)	COMPLETED	0	2024-04-03 09:40:30.397	14.2s	14s	138.0%	733.9 MB	6.9 GB	43.6 MB	3.9 MB
722	94/4d3b7c	38830	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_01_B)	COMPLETED	0	2024-04-03 09:40:44.620	2.9s	3s	528.5%	329.9 MB	1.7 GB	485.8 MB	472.5 MB
718	9d/6b27aa	38624	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_REV_C6_B)	COMPLETED	0	2024-04-03 09:40:44.242	5.4s	5s	252.7%	478.4 MB	6.4 GB	31.1 MB	5 MB
723	df/79bdd3	38666	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_01_B)	COMPLETED	0	2024-04-03 09:40:44.364	5.6s	5s	253.6%	665.8 MB	6.5 GB	45.7 MB	5 MB
715	73/efd0f1	36440	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_2_S)	COMPLETED	0	2024-04-03 09:40:37.602	12.6s	12s	133.4%	728.2 MB	6.9 GB	41 MB	2 MB
728	fb/2ee760	40582	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_01_S)	COMPLETED	0	2024-04-03 09:40:49.708	2.4s	2s	346.5%	268.3 MB	1.5 GB	213 MB	203 MB
730	1c/87c6c6	40897	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_02_B)	COMPLETED	0	2024-04-03 09:40:50.231	2.1s	2s	319.6%	31.2 MB	43.4 MB	189.8 MB	179.6 MB
727	0e/12c895	39994	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_01_S)	COMPLETED	0	2024-04-03 09:40:47.570	5.6s	5s	244.1%	527.5 MB	6.5 GB	25.7 MB	5 MB
735	31/51ff45	42487	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_02_S)	COMPLETED	0	2024-04-03 09:40:53.170	2.1s	2s	292.9%	118 MB	920.6 MB	171.1 MB	161.8 MB
731	02/615611	41934	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_02_B)	COMPLETED	0	2024-04-03 09:40:52.143	4.5s	4s	284.8%	437.4 MB	6.4 GB	25.3 MB	5 MB
734	63/39fac1	42087	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_02_S)	COMPLETED	0	2024-04-03 09:40:52.369	4.6s	4s	338.9%	484.8 MB	6.6 GB	22.6 MB	4.9 MB
737	b8/6cf521	43778	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_S3_B)	COMPLETED	0	2024-04-03 09:40:56.720	1.7s	1s	105.4%	19.7 MB	33.5 MB	10 MB	2.3 MB
738	90/ce9b27	43310	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_S3_B)	COMPLETED	0	2024-04-03 09:40:55.284	3.4s	3s	277.6%	289.4 MB	6.4 GB	12.4 MB	5.2 MB
739	b9/eb0c95	43920	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_SF_S3_S)	COMPLETED	0	2024-04-03 09:40:56.982	2.6s	2s	376.0%	316.4 MB	1.7 GB	253.5 MB	242.4 MB
743	6e/df07c9	45187	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_C1_B)	COMPLETED	0	2024-04-03 09:40:59.573	1.5s	1s	104.1%	2.7 MB	13.1 MB	9 MB	1.3 MB
740	ae/84001d	44401	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_SF_S3_S)	COMPLETED	0	2024-04-03 09:40:58.399	4.3s	4s	291.4%	470 MB	6.3 GB	28.5 MB	5 MB
729	2a/9bc2f2	40700	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_3_B)	COMPLETED	0	2024-04-03 09:40:50.011	12.7s	12s	126.7%	757.5 MB	6.9 GB	41.5 MB	2.5 MB
746	e1/54f3bb	46097	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_C1_S)	COMPLETED	0	2024-04-03 09:41:02.747	2.7s	2s	447.3%	333.4 MB	1.7 GB	344.8 MB	332.1 MB
744	24/587e88	45623	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_C1_B)	COMPLETED	0	2024-04-03 09:41:01.104	5.5s	5s	229.3%	314.8 MB	6.5 GB	12.4 MB	5.3 MB
747	d1/fe864d	46072	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_C1_S)	COMPLETED	0	2024-04-03 09:41:02.672	5.5s	5s	248.4%	788 MB	6.3 GB	35.7 MB	5.2 MB
749	f6/e28ec1	47139	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_C2_B)	COMPLETED	0	2024-04-03 09:41:05.536	2.8s	3s	420.7%	339 MB	1.7 GB	313.7 MB	302.5 MB
751	bc/b7f381	48245	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_C2_S)	COMPLETED	0	2024-04-03 09:41:08.236	2.4s	2s	400.5%	291.9 MB	1.5 GB	269.3 MB	258.6 MB
748	5b/c79989	47502	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_C2_B)	COMPLETED	0	2024-04-03 09:41:06.618	5.5s	4s	225.8%	483 MB	6.4 GB	33.5 MB	5.1 MB
741	95/ec73d3	44952	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_3_S)	COMPLETED	0	2024-04-03 09:40:58.753	14.1s	13s	126.3%	770.8 MB	6.9 GB	43.6 MB	3.9 MB
752	58/e99412	48312	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_C2_S)	COMPLETED	0	2024-04-03 09:41:08.371	5.4s	5s	230.2%	437.8 MB	6.5 GB	29.8 MB	5.1 MB
754	31/c275a5	49846	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_C3_S)	COMPLETED	0	2024-04-03 09:41:12.834	2.6s	2s	408.5%	330 MB	1.7 GB	314.5 MB	303.8 MB
759	aa/204a64	50230	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S5_B)	COMPLETED	0	2024-04-03 09:41:13.787	2.9s	2s	476.7%	329.5 MB	1.7 GB	420.5 MB	407.8 MB
755	46/32e8a3	49621	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_C3_S)	COMPLETED	0	2024-04-03 09:41:12.131	4.6s	4s	284.8%	494.5 MB	6.5 GB	31.1 MB	5 MB
763	2f/a50215	51603	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S5_S)	COMPLETED	0	2024-04-03 09:41:16.792	2s	1s	320.3%	111.5 MB	913.6 MB	163.8 MB	154.6 MB
760	10/e92aa6	51144	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S5_B)	COMPLETED	0	2024-04-03 09:41:15.467	5.4s	5s	246.3%	531.1 MB	6.4 GB	41.4 MB	5.1 MB
764	96/5583d3	52482	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S6_B)	COMPLETED	0	2024-04-03 09:41:18.839	2.3s	1s	328.3%	183.7 MB	1.2 GB	186.4 MB	176.2 MB
762	f7/683588	51532	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S5_S)	COMPLETED	0	2024-04-03 09:41:16.706	4.5s	4s	260.2%	316.6 MB	6.3 GB	22.7 MB	5.2 MB
768	e7/1d38a3	53420	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S6_S)	COMPLETED	0	2024-04-03 09:41:21.118	2.5s	2s	465.1%	338.2 MB	1.7 GB	387.9 MB	376.8 MB
753	c7/1d508f	49202	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_4_B)	COMPLETED	0	2024-04-03 09:41:10.700	13.8s	13s	128.5%	763 MB	6.9 GB	43 MB	3.5 MB
765	5d/d748d2	53295	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S6_B)	COMPLETED	0	2024-04-03 09:41:20.877	4.5s	4s	271.3%	355.3 MB	6.4 GB	24.8 MB	5 MB
771	85/d23830	54451	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S7_B)	COMPLETED	0	2024-04-03 09:41:23.684	2.8s	2s	433.7%	331.4 MB	1.7 GB	351 MB	339.4 MB
767	4c/9e12ac	53500	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S6_S)	COMPLETED	0	2024-04-03 09:41:21.253	5.6s	5s	244.9%	718.7 MB	6.5 GB	35.1 MB	5 MB
774	93/3d39a9	55707	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Sep_VW_S7_S)	COMPLETED	0	2024-04-03 09:41:26.492	2.4s	2s	382.1%	329.1 MB	1.7 GB	272 MB	261.2 MB
770	69/72e2c8	54749	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S7_B)	COMPLETED	0	2024-04-03 09:41:24.533	5.8s	5s	241.3%	720.2 MB	6.5 GB	35.3 MB	5 MB
773	29/a60b22	55858	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Sep_VW_S7_S)	COMPLETED	0	2024-04-03 09:41:26.836	4.6s	4s	279.7%	422.7 MB	6.5 GB	30.7 MB	5 MB
772	49/6201b5	55369	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_501_4_S)	COMPLETED	0	2024-04-03 09:41:25.425	13.2s	13s	130.1%	768.4 MB	6.9 GB	43.5 MB	3.7 MB
776	45/0a37ce	57137	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_DI_BK2_NA)	COMPLETED	0	2024-04-03 09:41:30.353	10s	10s	137.3%	670.9 MB	6.7 GB	38.1 MB	17.6 KB
775	40/24e286	56715	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_DI_BK1_NA)	COMPLETED	0	2024-04-03 09:41:28.942	13.5s	13s	136.9%	767.2 MB	6.9 GB	43.6 MB	3.7 MB
777	90/0f7143	57610	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_01_B)	COMPLETED	0	2024-04-03 09:41:31.450	14.9s	15s	126.1%	756.7 MB	6.9 GB	44.1 MB	4.3 MB
778	c9/c25b48	58983	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_02_B)	COMPLETED	0	2024-04-03 09:41:38.625	13.7s	13s	130.2%	814 MB	6.9 GB	43.7 MB	4.1 MB
779	f1/387f1b	59456	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_03_B)	COMPLETED	0	2024-04-03 09:41:40.331	13.1s	13s	128.0%	788.2 MB	6.9 GB	42.7 MB	3.3 MB
780	bd/6d70f1	59862	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_04_B)	COMPLETED	0	2024-04-03 09:41:42.419	16.2s	16s	124.3%	892.1 MB	7 GB	47.6 MB	6.8 MB
781	98/9bac83	60413	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_05_B)	COMPLETED	0	2024-04-03 09:41:46.340	13.4s	13s	127.7%	786.8 MB	6.9 GB	42.5 MB	3.2 MB
782	8a/17ed8e	61199	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_06_B)	COMPLETED	0	2024-04-03 09:41:52.365	13.3s	13s	126.2%	789 MB	6.9 GB	43.8 MB	4.1 MB
783	35/960050	61467	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_07_B)	COMPLETED	0	2024-04-03 09:41:53.426	12.6s	12s	125.9%	774.2 MB	6.9 GB	42 MB	2.8 MB
784	14/37f66b	62137	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_08_B)	COMPLETED	0	2024-04-03 09:41:58.632	12.4s	11s	130.8%	761.4 MB	6.9 GB	42.2 MB	2.8 MB
785	5f/a8e5fb	62403	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_09_B)	COMPLETED	0	2024-04-03 09:41:59.768	13.6s	13s	130.3%	791.2 MB	6.9 GB	43.2 MB	3.6 MB
786	fd/728de3	63215	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_10_B)	COMPLETED	0	2024-04-03 09:42:05.686	11.7s	11s	129.7%	748.7 MB	6.9 GB	40.5 MB	1.7 MB
787	11/085997	63364	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_11_B)	COMPLETED	0	2024-04-03 09:42:06.082	11.9s	11s	133.2%	760.8 MB	6.9 GB	40.7 MB	1.9 MB
788	13/294ff5	64152	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_12_B)	COMPLETED	0	2024-04-03 09:42:11.077	13s	12s	129.5%	788 MB	6.9 GB	42.8 MB	3.3 MB
789	25/235325	64533	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_13_B)	COMPLETED	0	2024-04-03 09:42:13.364	12.1s	12s	131.5%	751.6 MB	6.9 GB	40.7 MB	1.8 MB
791	d4/d3ce2d	65436	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_15_B)	COMPLETED	0	2024-04-03 09:42:18.017	13s	12s	133.8%	758.6 MB	6.9 GB	42 MB	2.8 MB
790	68/2e592e	65174	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_14_B)	COMPLETED	0	2024-04-03 09:42:17.371	13.7s	13s	127.7%	790.5 MB	6.9 GB	44 MB	4 MB
792	44/580cc2	66343	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_16_B)	COMPLETED	0	2024-04-03 09:42:24.135	13.3s	13s	128.8%	787.7 MB	6.9 GB	43 MB	3.4 MB
793	58/fda731	66610	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_17_B)	COMPLETED	0	2024-04-03 09:42:25.490	14.5s	14s	125.5%	832.5 MB	6.9 GB	45.6 MB	5.4 MB
795	59/95cba4	67401	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C2_B)	COMPLETED	0	2024-04-03 09:42:31.070	12.5s	12s	134.8%	758.4 MB	6.9 GB	41.9 MB	2.7 MB
794	8b/84209a	67381	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C1_B)	COMPLETED	0	2024-04-03 09:42:31.011	12.9s	12s	123.7%	779.4 MB	6.9 GB	42.4 MB	3.1 MB
796	7a/2a2e00	68417	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C3_B)	COMPLETED	0	2024-04-03 09:42:37.450	11.5s	11s	134.4%	731.7 MB	6.9 GB	40.2 MB	1.5 MB
797	1b/a8b95a	68916	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C4_B)	COMPLETED	0	2024-04-03 09:42:39.993	13.2s	13s	129.3%	757.7 MB	6.9 GB	42.1 MB	2.8 MB
798	77/4267ff	69414	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C5_B)	COMPLETED	0	2024-04-03 09:42:43.645	13.8s	12s	124.2%	768.7 MB	6.9 GB	43.4 MB	3.5 MB
799	33/76fc12	69516	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_REV_C6_B)	COMPLETED	0	2024-04-03 09:42:43.930	14.7s	14s	125.5%	815 MB	6.9 GB	45 MB	4.8 MB
800	1b/b5487c	70421	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_SF_01_B)	COMPLETED	0	2024-04-03 09:42:49.017	12.7s	12s	128.5%	761 MB	6.9 GB	41.4 MB	2.3 MB
801	a9/2fd9c3	71044	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_SF_02_B)	COMPLETED	0	2024-04-03 09:42:53.255	12.6s	12s	129.6%	764.9 MB	6.9 GB	41.1 MB	2.2 MB
802	33/a6ca60	71629	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C1_B)	COMPLETED	0	2024-04-03 09:42:57.544	12.6s	12s	133.5%	769.8 MB	6.9 GB	41.9 MB	2.7 MB
803	e5/4586d5	71895	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C1_S)	COMPLETED	0	2024-04-03 09:42:58.680	12.6s	12s	131.4%	767.2 MB	6.9 GB	41.8 MB	2.6 MB
804	22/cef63c	72420	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C2_B)	COMPLETED	0	2024-04-03 09:43:01.899	12.9s	12s	133.2%	768.3 MB	6.9 GB	42.6 MB	3.1 MB
805	d1/fde60c	73084	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C2_S)	COMPLETED	0	2024-04-03 09:43:05.935	13.7s	13s	126.8%	789 MB	6.9 GB	43.3 MB	3.8 MB
806	0f/9d609a	73754	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C3_B)	COMPLETED	0	2024-04-03 09:43:10.152	13.3s	13s	128.3%	765.5 MB	6.9 GB	42.3 MB	2.9 MB
807	dd/2b4c81	74023	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S5_B)	COMPLETED	0	2024-04-03 09:43:11.268	13.4s	13s	127.1%	789 MB	6.9 GB	43.2 MB	3.7 MB
808	10/4a1728	74663	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_C3_S)	COMPLETED	0	2024-04-03 09:43:14.894	13.1s	12s	131.3%	781.5 MB	6.9 GB	43.2 MB	3.6 MB
809	8d/49f119	75332	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S5_S)	COMPLETED	0	2024-04-03 09:43:19.691	14s	13s	127.1%	791.2 MB	6.9 GB	44.5 MB	4.5 MB
811	26/4cd605	76209	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S6_S)	COMPLETED	0	2024-04-03 09:43:24.733	13.2s	12s	129.6%	780.8 MB	6.9 GB	42.9 MB	3.5 MB
810	ea/ff8c65	75860	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S6_B)	COMPLETED	0	2024-04-03 09:43:23.472	14.5s	14s	127.3%	792.4 MB	6.9 GB	44.6 MB	4.6 MB
812	86/bdecdb	76704	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S7_B)	COMPLETED	0	2024-04-03 09:43:28.028	13.1s	13s	126.1%	781.1 MB	6.9 GB	42.7 MB	3.3 MB
813	dc/23b2e0	77547	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (July_VW_S7_S)	COMPLETED	0	2024-04-03 09:43:33.694	12s	11s	131.8%	753.5 MB	6.9 GB	41.2 MB	1.9 MB
814	f6/bf5466	78115	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_1_B)	COMPLETED	0	2024-04-03 09:43:37.908	18.7s	18s	118.1%	909.7 MB	6.9 GB	53.4 MB	10.8 MB
815	15/c787da	78145	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_1_S)	COMPLETED	0	2024-04-03 09:43:37.996	21.7s	21s	115.3%	963.7 MB	7 GB	61.1 MB	13.8 MB
816	c3/e27f07	78802	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_2_B)	COMPLETED	0	2024-04-03 09:43:41.196	24.7s	24s	114.4%	1 GB	7.1 GB	62 MB	16.2 MB
817	cd/092a71	79525	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_2_S)	COMPLETED	0	2024-04-03 09:43:45.674	20.3s	19s	117.7%	920.4 MB	7 GB	55.7 MB	12.2 MB
818	0f/f7207e	80602	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_3_S)	COMPLETED	0	2024-04-03 09:43:56.666	18.9s	18s	122.9%	901 MB	6.9 GB	50.7 MB	9 MB
820	a1/65dc4b	81637	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_4_B)	COMPLETED	0	2024-04-03 09:44:05.931	16.9s	16s	119.0%	919.8 MB	7 GB	50.3 MB	8.4 MB
819	ca/3b4a8e	80931	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_3_B)	COMPLETED	0	2024-04-03 09:43:59.777	25.7s	25s	114.8%	1 GB	7.1 GB	64.9 MB	19.4 MB
821	ef/9d0e3d	81667	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_501_4_S)	COMPLETED	0	2024-04-03 09:44:06.025	26.8s	26s	114.4%	1 GB	7.1 GB	67.5 MB	19.5 MB
822	bc/462227	82897	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_01_B)	COMPLETED	0	2024-04-03 09:44:15.581	24.3s	24s	115.8%	1022.9 MB	7.1 GB	61.7 MB	15.7 MB
823	fd/2274bb	83565	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_02_B)	COMPLETED	0	2024-04-03 09:44:22.851	18.7s	18s	118.7%	918.5 MB	7 GB	53.3 MB	11 MB
824	75/bbdf0f	83976	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_03_B)	COMPLETED	0	2024-04-03 09:44:25.505	21.2s	21s	116.8%	946.6 MB	7 GB	56.6 MB	12.8 MB
825	0b/0c7234	84702	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_04_B)	COMPLETED	0	2024-04-03 09:44:32.870	18.4s	18s	122.9%	913 MB	6.9 GB	52.9 MB	10.1 MB
826	87/6c937a	85344	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_05_B)	COMPLETED	0	2024-04-03 09:44:39.890	12.2s	11s	128.3%	768.8 MB	6.9 GB	41.8 MB	2.6 MB
827	4e/6e9d4e	85722	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_06_B)	COMPLETED	0	2024-04-03 09:44:41.573	16s	16s	121.4%	851.3 MB	6.9 GB	47.4 MB	6.7 MB
828	53/15b37d	86338	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Nov_REV_07_B)	COMPLETED	0	2024-04-03 09:44:46.768	18.7s	18s	120.3%	907.1 MB	6.9 GB	52.3 MB	10.2 MB
